,GlobalIndex,A,Element,Z,N,Energy (keV),Energy Unc (keV),Ji,Thalf,E_gamma (keV),E_gamma Unc (keV),I_gamma,I_gamma Unc,Mult,Mult Ratio,Mult Ratio Unc,Conv Coef,Conv Coef Unc,B_exp (W.u.),B_exp Unc (W.u.),twoJi,Thalf Value,Thalf Units,Thalf Unc,Thalf (sec),Thalf Unc (sec),B_exp (e^2fm^4),B_exp Unc (e^2fm^4),Nucleus,Jf,twoJf,ni,nf,Include,Mth_p,Mth_n,B_th (W.u.),B_th_free (W.u.),B_th_brown (W.u.),B_rel_err_free,B_rel_err_brown,B_residual_free,B_residual_brown,B_residual_free (Abs),B_residual_brown (Abs)
187,231,31,P,15,16,5773.5,1.6,7/2,22 FS 7,4507.0,0.0,57.0,14.0,[E2],,,,,0.43,0.18,7,22.0,FS,7.0,2.2e-14,7e-15,2.487530044976579,1.0412916467343818,31P,3/2,3,3,1,True,-0.0839,0.0059,0.02711604351263863,0.030500932337662687,0.025081973296828913,0.9290675992147379,0.9416698295422583,0.09854446525063038,0.09988116028728909,0.09854446525063038,0.09988116028728909
70,77,23,Mg,12,11,2357.0,0.7,1/2,575 FS 118,1906.0,1.0,100.0,4.0,[E2],,,0.000274,,6.9,1.8,1,575.0,FS,118.0,5.750000000000001e-13,1.18e-13,26.810432893896955,6.994025972320944,23Mg,5/2,5,1,1,True,-1.0317,-0.5171,7.668347848646755,9.004639907856639,7.386639253486439,-0.3050202765009621,-0.0705274280415128,-0.47487512431764695,-0.10980162218465385,0.47487512431764695,0.10980162218465385
13,17,18,F,9,9,937.2,0.06,3,46.9 PS 1.7,937.0,0.0,100.0,0.0,E2,,,,,5.8,0.2,6,46.9,PS,1.7,4.69e-11,1.6999999999999998e-12,16.25332756031579,0.560459571045372,18F,1,2,1,1,True,0.7299,0.7299,6.31994727332164,7.631864839175994,6.25068809990612,-0.31583876537517136,-0.07770484481140004,-0.4517617963408064,-0.1111455721234315,0.4517617963408064,0.1111455721234315
174,218,30,Si,14,16,5372.2,0.6,0,59 FS 21,3136.6,0.7,100.0,27.0,E2,,,0.000847,1.2e-05,3.4,1.7,0,59.0,FS,21.0,5.9e-14,2.1e-14,18.827451792615086,9.413725896307543,30Si,2,4,3,1,True,-0.758,-0.3305,3.0302581365925896,3.543315338245604,2.9073296770965316,-0.04215157007223655,0.14490303614807892,-0.0326285983997759,0.11216623640071711,0.0326285983997759,0.11216623640071711
38,43,20,Ne,10,10,11951.0,4.0,8,0.035 KEV 0.01,3173.0,5.0,100.0,0.0,[E2],,,,,9.0,1.3,16,0.035,KEV,0.01,1.3035127835558739e-17,4.56229474244556e-17,29.02463662375227,4.192447512319772,20Ne,6,12,1,1,True,0.9528,0.9528,9.625469857364065,11.623559784282168,9.519986052321704,-0.2915066426980187,-0.05777622803574486,-0.6167961787663856,-0.1222481805085293,0.6167961787663856,0.1222481805085293
81,89,25,Mg,12,13,4059.6,0.3,9/2,47 FS 5,4058.9,0.5,100.0,1.7,E2,,,,,1.51,0.17,9,47.0,FS,5.0,4.7e-14,5.000000000000001e-15,6.557141864704895,0.7382212695363127,25Mg,5/2,5,2,1,True,-0.2907,-0.5252,0.9883439927361749,1.2341362779005336,1.0089149227206529,0.18269120668838834,0.33184442203930276,0.0680545720908122,0.12361585733640577,0.0680545720908122,0.12361585733640577
97,106,26,Mg,12,14,5715.91,0.08,4,53 FS 16,2776.82,0.2,51.4,1.4,[E2],,,,,1.7,0.5,8,53.0,FS,16.0,5.3e-14,1.6e-14,7.778532541840162,2.2878036887765183,26Mg,2,4,4,2,True,0.515,0.0008,1.2805769372519098,1.4494637436785396,1.1915145495368924,0.14737426842438844,0.29910908850771034,0.06139469729888982,0.12460595831693216,0.06139469729888982,0.12460595831693216
21,25,18,F,9,9,6484.9,1.5,3,0.40 KEV 0.1,4784.0,0.0,4.0,2.0,E2,,,,,0.52,0.35,6,0.4,KEV,0.1,1.1405736856113897e-18,4.562294742445559e-18,1.4571948847179674,0.980804249329401,18F,1,2,6,2,True,0.0292,0.0292,0.010114686594522231,0.012214329905231533,0.010003841550632258,0.9765109040284009,0.980761843171861,0.12491359476676189,0.12545736758829804,0.12491359476676189,0.12545736758829804
214,265,32,Ar,18,14,1867.0,8.0,2,0.46 PS 0.12,1867.0,8.0,100.0,0.0,[E2],,,,,8.9,2.3,4,0.46,PS,0.12,4.600000000000004e-13,1.2e-13,53.71236378766268,13.880723226025186,32Ar,0,0,1,1,True,1.1888,0.9891,8.467298162383392,10.136882363825404,8.306382129172208,-0.1389755464972363,0.06669863717166204,-0.26556668601345945,0.12745361670979052,0.26556668601345945,0.12745361670979052
107,116,30,Mg,12,18,1482.8,0.3,2,1.5 PS 0.2,1482.1,0.5,100.0,0.0,E2,,,,,9.5,1.3,4,1.5,PS,0.2,1.5e-12,2e-13,52.6061153028951,7.198731567764592,30Mg,0,0,1,1,True,1.2846,0.7186,9.266196605695193,10.920675758291953,8.956544697957309,-0.14954481666231084,0.057205821267651696,-0.33399939434590364,0.12776577672766018,0.33399939434590364,0.12776577672766018
110,119,25,Al,13,12,451.7,0.5,1/2,2.29 NS 0.04,451.7,0.5,100.0,0.0,[E2],,,,,3.03,0.06,1,2.29,NS,0.04,2.29e-09,4e-11,13.15770850997075,0.2605486833657574,25Al,5/2,5,1,1,True,-0.8185,-0.1598,3.7608045181254797,4.323414036871985,3.550845695999605,-0.42686931909966513,-0.17189626930680035,-0.31932644982513697,-0.12858976496999144,0.31932644982513697,0.12858976496999144
191,238,33,P,15,18,4193.4,1.2,5/2,104 FS 35,4193.5,2.5,100.0,0.0,[E2],,,,,0.64,0.22,5,104.0,FS,35.0,1.0400000000000001e-13,3.5e-14,4.024230498118188,1.383329233728127,33P,1/2,1,4,1,True,-0.287,0.3502,0.1290067921427695,0.12344699972716816,0.10250463237559461,0.8071140629262996,0.8398365119131335,0.12735618969965884,0.1325195322952458,0.12735618969965884,0.1325195322952458
146,176,27,Al,13,14,4510.3,0.5,11/2,222 FS 14,2299.0,0.8,100.0,3.0,(E2),,,,,5.6,0.7,11,222.0,FS,14.0,2.2200000000000001e-13,1.4e-14,26.94577424074067,3.368221780092584,27Al,7/2,7,1,1,True,0.888,0.9235,6.202162007917592,7.504310624563326,6.145545986567626,-0.3400554686720225,-0.09741892617279044,-0.46333043265297447,-0.13273467822321997,0.46333043265297447,0.13273467822321997
100,109,26,Mg,12,14,6978.3,0.8,5,14 FS 5,3036.5,0.0,28.0,4.0,E2,,,,,4.8,1.9,10,14.0,FS,5.0,1.4e-14,5.000000000000001e-15,21.96291541225457,8.693654017350768,26Mg,3,6,1,1,True,-0.7687,-0.5944,4.276379666004864,5.103245840225698,4.182461746683789,-0.06317621671368716,0.12865380277421068,-0.06778665124421748,0.1380426197317439,0.06778665124421748,0.1380426197317439
51,56,22,Na,11,11,1951.8,0.3,2,8 FS 2,1294.8,0.0,0.29,0.05,[E2],,,,,15.0,5.0,4,8.0,FS,2.0,8e-15,2e-15,54.92951794925116,18.30983931641705,22Na,0,0,1,1,True,-1.2951,-1.2951,16.074267954634863,19.41102276854832,15.89811292301029,-0.2940681845698881,-0.059874194867352654,-0.6855292921190752,-0.13957822225362493,0.6855292921190752,0.13957822225362493
119,128,26,Al,13,13,2545.367,0.017,3,0.69 PS 0.17,1487.582,0.0,3.7,0.3,[E2],,,,,0.62,0.16,6,0.69,PS,0.17,6.899999999999999e-13,1.7e-13,2.8368765740828827,0.7320971804084858,26Al,1,2,3,1,True,-0.0152,-0.0152,0.001856909310698003,0.0022423732770172717,0.0018365597732090714,0.9963832689080366,0.9970378068174047,0.1524138546870534,0.15251397744996864,0.1524138546870534,0.15251397744996864
96,105,26,Mg,12,14,5476.05,0.07,4,21 FS 6,3667.4,0.5,25.0,2.0,[E2],,,,,1.1,0.4,8,21.0,FS,6.0,2.1e-14,6.000000000000001e-15,5.0331681153083405,1.8302429510212148,26Mg,2,4,3,1,True,-0.443,-0.5358,1.7296672028805493,2.1094307454022236,1.726726633810991,-0.9176643140020213,-0.569751485282719,-0.24803535107305655,-0.15399804429594866,0.24803535107305655,0.15399804429594866
171,215,30,Si,14,16,3498.49,0.03,2,58 FS 17,3498.33,0.05,98.0,3.0,E2,,,0.000994,1.4e-05,1.7,0.5,4,58.0,FS,17.0,5.8e-14,1.7e-14,9.413725896307543,2.7687429106786894,30Si,0,0,2,1,True,0.7765,0.0166,2.5358578595592713,2.875107712681903,2.3632204041299167,-0.6912398309893548,-0.39012964948818635,-0.2879638395375689,-0.1625242452004971,0.2879638395375689,0.1625242452004971
44,49,23,Ne,10,13,1016.926,0.02,1/2,178 PS 10,1016.9,0.02,100.0,0.0,[E2],,,,,0.75,0.05,1,178.0,PS,10.0,1.78e-10,1e-11,2.91417748846706,0.1942784992311373,23Ne,5/2,5,1,1,True,0.1541,1.1222,1.2666346116777774,1.7326357085864252,1.4095077271241292,-1.3101809447819004,-0.8793436361655056,-0.24260761297444344,-0.16282900572172018,0.24260761297444344,0.16282900572172018
27,32,20,F,9,11,822.73,0.03,4,55 PS 4,822.69,0.04,33.2,2.4,[E2],,,,,2.76,0.29,8,55.0,PS,4.0,5.5e-11,4e-12,8.900888564617361,0.9352382912097952,20F,2,4,1,1,True,0.3933,1.1097,3.2622265957197873,4.195028415505995,3.4239644274705765,-0.5199378317050707,-0.24056682154731043,-0.3534231148778685,-0.16352315646795743,0.3534231148778685,0.16352315646795743
176,220,30,Si,14,16,5950.73,0.15,4,15 FS 8,2452.6,1.3,5.0,3.0,(E2),,,0.00054,8e-06,4.0,3.0,8,15.0,FS,8.0,1.5000000000000002e-14,8e-15,22.149943285429515,16.612457464072136,30Si,2,4,2,2,True,-0.679,-0.6844,3.2022715112807534,3.8685288638855044,3.1683523833643568,0.03286778402862389,0.2079119041589108,0.026085080775804716,0.16500652461125545,0.026085080775804716,0.16500652461125545
222,273,37,Ar,18,19,2217.0,0.23,7/2,283 FS 22,2217.1,0.3,100.0,0.0,E2,,,0.000434,6e-06,4.6,0.5,7,283.0,FS,22.0,2.83e-13,2.2e-14,33.69078146916754,3.6620414640399503,37Ar,3/2,3,1,1,True,-1.0278,-0.2851,4.124409939652249,4.770260087248036,3.916486543382369,-0.037013062445225266,0.14858988187339803,-0.04172276967874677,0.16749712151407586,0.04172276967874677,0.16749712151407586
16,20,18,F,9,9,3358.2,1.0,3,0.30 PS 0.02,3358.0,0.0,45.0,5.0,E2,,,,,0.69,0.09,6,0.3,PS,0.02,3e-13,2e-14,1.9335855201065333,0.2522068069704174,18F,1,2,2,1,True,0.0267,0.0267,0.008456862129819095,0.010212368228256366,0.008364184888147672,0.9851994663358604,0.987877992915728,0.16780736916405553,0.16826359809429975,0.16780736916405553,0.16826359809429975
49,54,22,Na,11,11,1528.1,0.3,5,3.42 PS 0.24,1528.1,0.2,100.0,1.3,E2,,,0.000105,,5.2,0.4,10,3.42,PS,0.24,3.42e-12,2.4e-13,19.04223288907373,1.4647871453133643,22Na,3,6,1,1,True,-0.7897,-0.7897,5.976526822169631,7.217155925817694,5.9110311321428375,-0.3879146011187872,-0.13673675618131487,-0.4956516140489908,-0.17471318095690433,0.4956516140489908,0.17471318095690433
164,195,28,Si,14,14,8258.74,0.1,2,10 FS 2,3278.4,0.0,24.3,1.5,E2,,,,,5.0,1.1,4,10.0,FS,2.0,1.0000000000000002e-14,2e-15,25.25408669693964,5.55589907332672,28Si,0,0,5,2,True,-0.7592,-0.7592,4.286717804823338,5.176570226812389,4.239740430015017,-0.03531404536247784,0.15205191399699663,-0.04207333824581923,0.1811554451735852,0.04207333824581923,0.1811554451735852
175,219,30,Si,14,16,5950.73,0.15,4,15 FS 8,3714.9,0.2,100.0,3.0,(E2),,,0.001074,1.5e-05,9.0,5.0,8,15.0,FS,8.0,1.5000000000000002e-14,8e-15,49.83737239221641,27.68742910678689,30Si,2,4,2,1,True,-1.26,-1.1003,10.369156981679875,12.440966478130985,10.193147254632452,-0.38232960868122057,-0.13257191718138353,-0.5347701514437923,-0.18543032665668782,0.5347701514437923,0.18543032665668782
182,226,31,P,15,16,3414.6,0.3,7/2,219 FS 17,2148.4,0.1,100.0,0.6,E2,,,,,9.5,0.8,7,219.0,FS,17.0,2.1900000000000005e-13,1.7e-14,54.95705913320349,4.627962874375031,31P,3/2,3,1,1,True,1.2105,1.3526,10.326496114463966,12.540731004067398,10.267936687122061,-0.3200769477965682,-0.08083544074969065,-0.7365654625342621,-0.18601962501466723,0.7365654625342621,0.18601962501466723
186,230,31,P,15,16,5342.9,1.5,9/2,36 FS 8,2048.3,0.4,4.9,1.3,E2,,,,,2.9,1.0,9,36.0,FS,8.0,3.6000000000000004e-14,8e-15,16.776365419609487,5.7849535929687885,31P,5/2,5,1,2,True,-0.7241,-0.8147,3.7076016578881426,4.504222160517879,3.6878342518936686,-0.5531800553509929,-0.27166698341160994,-0.38455520159913553,-0.1888552390186841,0.38455520159913553,0.1888552390186841
52,57,22,Na,11,11,1983.5,0.5,3,1.47 PS 0.15,1400.4,0.5,100.0,0.3,E2,,,6.24e-05,9e-07,18.9,2.0,6,1.47,PS,0.15,1.47e-12,1.5e-13,69.21119261605645,7.323935726566821,22Na,1,2,2,1,True,-1.4449,-1.4449,20.00783876982185,24.16113847339917,19.788576438175753,-0.27836711499466515,-0.0470146263585055,-1.1647642685593647,-0.19672207646763865,1.1647642685593647,0.19672207646763865
88,97,26,Mg,12,14,3588.56,0.09,0,6.45 PS 0.48,1779.74,0.08,100.0,0.0,E2,,,,,1.07,0.08,0,6.45,PS,0.48,6.45e-12,4.8e-13,4.895899893981749,0.3660485902042429,26Mg,2,4,2,1,True,-0.0268,-0.6559,0.2282485977036686,0.3288594692801772,0.26680726061434556,0.692654701607311,0.7506474199865929,0.18296197093176594,0.19828051569836116,0.18296197093176594,0.19828051569836116
162,193,28,Si,14,14,7933.45,0.1,2,11 FS 2,3315.2,0.0,5.65,0.24,(E2),,,,,1.2,0.23,4,11.0,FS,2.0,1.1e-14,2e-15,6.060980807265512,1.1616879880592232,28Si,4,8,4,1,True,-0.2312,-0.2312,0.39754670245386137,0.4800708881220402,0.3931900591441539,0.5999409265649666,0.6723416173798717,0.17747431709565364,0.1988918643751814,0.17747431709565364,0.1988918643751814
128,138,26,Al,13,13,3596.34,0.04,3,18 FS 3,2538.47,0.0,3.48,0.11,[E2],,,,,2.1,0.4,6,18.0,FS,3.0,1.8000000000000002e-14,3.0000000000000002e-15,9.608775492861378,1.8302429510212148,26Al,1,2,5,1,True,0.4027,0.4027,1.3033671688524198,1.573924850685207,1.2890838008324519,0.25051197586418716,0.38615057103216577,0.12926615812470765,0.19925674452406905,0.12926615812470765,0.19925674452406905
180,224,31,P,15,16,2233.6,0.1,5/2,269 FS 18,2233.6,0.1,100.0,0.0,E2,,,,,6.4,0.5,5,269.0,FS,18.0,2.69e-13,1.8000000000000002e-14,37.02370299500025,2.8924767964843943,31P,1/2,1,1,1,True,1.033,1.0869,7.306392216674684,8.845595092768518,7.243732754812334,-0.3821242332450808,-0.13183324293942714,-0.5993007664468413,-0.20675936426700936,0.5993007664468413,0.20675936426700936
58,63,23,Na,11,12,2390.9,0.3,1/2,0.60 PS 0.14,1950.6,0.4,52.2,0.6,E2,,,0.000294,,2.9,0.7,1,0.6,PS,0.14,6e-13,1.4e-13,11.268152955405965,2.7198989892359227,23Na,5/2,5,1,1,True,0.5171,1.0317,3.664115453938063,4.604384529055875,3.76280893627507,-0.5877188031227156,-0.29752032285347246,-0.4146871897202054,-0.20992669608869638,0.4146871897202054,0.20992669608869638
39,44,22,Ne,10,12,1274.537,0.007,2,3.60 PS 0.05,1274.537,0.007,100.0,0.0,E2,,,,,12.76,0.18,4,3.6,PS,0.05,3.6e-12,5e-14,46.72670993549632,0.6591542153910138,22Ne,0,0,1,1,True,-1.1052,-1.4851,13.58904769904975,16.669822071895233,13.641065283219792,-0.3064123880795637,-0.06904900338713103,-0.9644361063332482,-0.21733244008262534,0.9644361063332482,0.21733244008262534
199,246,34,S,16,18,2127.564,0.013,2,318 FS 8,2127.499,0.02,100.0,0.0,E2,,,,,6.24,0.16,4,318.0,FS,8.0,3.18e-13,8e-15,40.82950361416838,1.0469103490812406,34S,0,0,1,1,True,-0.8888,-1.0931,5.3115653486929135,6.483665185734229,5.307095703123382,-0.03904890797022899,0.14950389373022727,-0.0601173479764163,0.2301671946898373,0.0601173479764163,0.2301671946898373
40,45,22,Ne,10,12,3357.2,0.5,4,225 FS 4,2082.6,0.5,100.0,0.0,E2,,,,,17.5,0.4,8,225.0,FS,4.0,2.2500000000000005e-13,4e-15,64.08443760745968,1.4647871453133643,22Ne,2,4,1,1,True,-1.341,-1.5607,18.529432629088717,22.551009228741485,18.461811077010722,-0.2886290987852277,-0.05496063297204127,-1.2411241217196465,-0.23633433916979601,1.2411241217196465,0.23633433916979601
43,48,22,Ne,10,12,6311.0,1.0,6,49 FS 4,2953.6,0.0,100.0,0.0,[E2],,,,,14.0,1.2,12,49.0,FS,4.0,4.9000000000000006e-14,4e-15,51.26755008596774,4.394361435940092,22Ne,4,8,1,1,True,1.1686,1.5283,14.965402405678851,18.330128364380606,15.000982603139331,-0.3092948831700433,-0.07149875736709507,-1.0251157786551064,-0.23697289647998002,1.0251157786551064,0.23697289647998002
210,261,35,Cl,17,18,2645.74,0.08,7/2,159 FS 21,2645.7,0.3,100.0,1.1,E2,,,,,3.7,0.5,7,159.0,FS,21.0,1.59e-13,2.1e-14,25.16382970579376,3.400517527809966,35Cl,3/2,3,1,1,True,-0.5837,-0.98,2.6714915022541015,3.320676732102229,2.7153582538944874,0.1025198021345328,0.2661193908393278,0.09295435939271089,0.24128955560201737,0.09295435939271089,0.24128955560201737
20,24,18,F,9,9,6310.5,0.8,3,0.95 KEV 0.14,4610.0,0.0,3.0,0.8,E2,,,,,1.0,0.4,6,0.95,KEV,0.14,4.802415518363747e-19,3.258781958889685e-18,2.8022978552268603,1.120919142090744,18F,1,2,5,2,True,0.0323,-0.0323,0.0037363624292869814,0.003736362429286983,0.003094081727692551,0.996263637570713,0.9969059182723075,0.24479995505556734,0.2449577750150178,0.24479995505556734,0.2449577750150178
203,250,34,S,16,18,4688.98,0.05,4,88 FS 4,2561.36,0.05,100.0,11.0,E2,,,,,8.2,1.4,8,88.0,FS,4.0,8.8e-14,4e-15,53.65415539041357,9.160465554460854,34S,2,4,1,1,True,1.1094,1.0248,7.225841968998721,8.692360626574242,7.120789605291361,-0.060043978850517425,0.13161102374495587,-0.1148993075262476,0.2518489910331058,0.1148993075262476,0.2518489910331058
184,228,31,P,15,16,4783.4,1.1,5/2,6.9 FS 2.8,4783.4,0.0,100.0,4.0,E2,,,,,2.4,1.0,5,6.9,FS,2.8,6.900000000000001e-15,2.8e-15,13.883888623125092,5.7849535929687885,31P,1/2,1,4,1,True,0.4511,0.4362,1.3409436359036961,1.6166379265964979,1.3241886998789332,0.3264008639181259,0.44825470838377784,0.18778319329883306,0.25788749313070847,0.18778319329883306,0.25788749313070847
197,244,33,S,16,17,2867.626,0.02,5/2,10.8 FS 3.5,2026.6,0.0,1.5,0.2,E2,,,,,3.6,1.3,5,10.8,FS,3.5,1.0800000000000002e-14,3.5e-15,22.636296551914807,8.174218199302569,33S,1/2,1,2,1,True,0.9258,0.7094,4.822039674225694,5.7521848866682195,4.7144145923170315,-0.5978291351856165,-0.30955960897695317,-0.5059764302108063,-0.2619977125052307,0.5059764302108063,0.2619977125052307
126,135,26,Al,13,13,3402.65,0.06,5,67 FS 12,2985.61,0.0,100.0,1.8,[E2],,,,,4.4,0.8,10,67.0,FS,12.0,6.7e-14,1.2e-14,20.13267246123336,3.6604859020424296,26Al,3,6,2,1,True,0.6443,0.6443,3.3364128149287504,4.028997482102101,3.299849662778674,0.08431875406770442,0.2500341675503014,0.08986906136429332,0.2664927416824173,0.08986906136429332,0.2664927416824173
50,55,22,Na,11,11,1936.9,0.2,1,13 FS 4,1936.8,0.0,0.59,0.06,[E2],,,,,2.6,0.9,2,13.0,FS,4.0,1.3e-14,4e-15,9.521116444536869,3.295771076955069,22Na,3,6,2,1,True,0.626,0.626,3.755547534845034,4.535137706611561,3.7143911601575343,-0.7442837333121388,-0.4286119846759747,-0.466433676263767,-0.2686059828467081,0.466433676263767,0.2686059828467081
92,101,26,Mg,12,14,4901.44,0.07,4,29 FS 6,3092.31,0.11,100.0,1.0,[E2],,,,,14.0,3.0,8,29.0,FS,6.0,2.9e-14,6.000000000000001e-15,64.05850328574252,13.726822132659107,26Mg,2,4,2,1,True,1.2782,1.2061,12.799503056633139,15.412832279607285,12.625490186147266,-0.10091659140052034,0.09817927241805245,-0.28031889907854046,0.2727153699368672,0.28031889907854046,0.2727153699368672
147,178,28,Al,13,15,972.35,0.03,0,33 PS 2,941.79,0.06,100.0,0.0,E2,,,,,4.6,0.3,0,33.0,PS,2.0,3.3e-11,2e-12,23.233759761184466,1.515245201816378,28Al,2,4,1,1,True,-0.8132,-1.0888,5.697865279956849,6.988200476467437,5.718572093228002,-0.5191740166233559,-0.2431678463539136,-0.5880679818170677,-0.27543601965714337,0.5880679818170677,0.27543601965714337
